,category,group,year,num,dem_margin,turnout
189,state,OR,2020,2357873.0,0.16159988260606062,0.7853660242617229
190,state,PA,2004,5765764.0,0.025018020161768673,0.6126309570864519
191,state,PA,2008,5977981.0,0.10314335224551567,0.6351796954357869
192,state,PA,2012,5742040.0,0.053959916684662594,0.5933772042228487
193,state,PA,2016,6115402.0,-0.007242696391831641,0.6273307421096418
194,state,PA,2020,6869264.0,0.009927264405619,0.7046634845701143
195,state,RI,2004,436289.0,0.20792181329348208,0.5744386146239985
196,state,RI,2008,471766.0,0.2780615813772082,0.6211493011895906
197,state,RI,2012,445719.0,0.2742938936863809,0.5760355144293524
198,state,RI,2016,463416.0,0.15406891432319988,0.5873013459052544
199,state,RI,2020,513602.0,0.20709031506886655,0.6509036068233087
200,state,SC,2004,1617730.0,-0.1707794254912748,0.4991129855825448
201,state,SC,2008,1920969.0,-0.08977083961271629,0.5926703299076579
202,state,SC,2012,1964118.0,-0.10473097848499938,0.5587150326276803
203,state,SC,2016,2103027.0,-0.14265912896030342,0.5636109767389507
204,state,SC,2020,2513329.0,-0.1168020581467846,0.6735718621569434
205,state,SD,2004,388215.0,-0.21467485800394112,0.6568114912191656
206,state,SD,2008,377708.0,-0.08506571213741833,0.6390349541501709
207,state,SD,2012,361399.0,-0.17903757342992094,0.5888614607519654
208,state,SD,2016,367188.0,-0.30646971033911785,0.586154988147214
209,state,SD,2020,420221.0,-0.2601869016541296,0.6637566242033186
210,state,TN,2004,2430494.0,-0.14331037229468577,0.5360187634597721
211,state,TN,2008,2600124.0,-0.15066242994564874,0.5734287973235385
212,state,TN,2012,2458577.0,-0.20402899726142398,0.5137458495190771
213,state,TN,2016,2508027.0,-0.2600570089556452,0.5051515639791335
214,state,TN,2020,3049514.0,-0.23296958138247603,0.6142145863965035
215,state,TX,2004,7410749.0,-0.22861562306320185,0.4974859026341935
216,state,TX,2008,8077795.0,-0.11769239006436781,0.5422649096425982
217,state,TX,2012,7993851.0,-0.1578361918429553,0.48361088743707464
218,state,TX,2016,8968662.0,-0.08994775363370813,0.5021938281417764
219,state,TX,2020,11278524.0,-0.05651501916385513,0.6315329023826409
220,state,UT,2004,927844.0,-0.45540306344601034,0.5445157807016514
221,state,UT,2008,952370.0,-0.28178124048426556,0.5589091421260813
222,state,UT,2012,1017440.0,-0.4804086727472873,0.5555986348122867
223,state,UT,2016,1131430.0,-0.1807933323316511,0.5705906975102248
224,state,UT,2020,1463290.0,-0.201236255287742,0.7381276056970342
225,state,VA,2004,3198367.0,-0.08198465029185206,0.5816566400907848
226,state,VA,2008,3723260.0,0.06298969182920344,0.6771139465184625
227,state,VA,2012,3851684.0,0.038840154072867866,0.6553263672255489
228,state,VA,2016,3984631.0,0.053211953628830376,0.6536216205576064
229,state,VA,2020,4442604.0,0.10143262825135889,0.7287455290027369
